%The United States of America, Life tables (period 1x1), Total     Last modified: 21-Jul-2015, MPv5 (May07)
%
%  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1933           0     0.05845  0.05587  0.21  100000    5587   95586  6108064  61.08
  1933           1     0.00933  0.00929  0.50   94413     877   93974  6012478  63.68
  1933           2     0.00436  0.00435  0.50   93536     407   93332  5918504  63.28
  1933           3     0.00311  0.00310  0.50   93129     289   92984  5825171  62.55
  1933           4     0.00237  0.00237  0.50   92840     220   92730  5732187  61.74
  1933           5     0.00198  0.00198  0.50   92620     183   92528  5639457  60.89
  1933           6     0.00177  0.00177  0.50   92437     164   92355  5546929  60.01
  1933           7     0.00161  0.00161  0.50   92273     148   92199  5454574  59.11
  1933           8     0.00147  0.00147  0.50   92124     135   92057  5362375  58.21
  1933           9     0.00135  0.00135  0.50   91989     124   91927  5270318  57.29
  1933          10     0.00127  0.00127  0.50   91865     116   91806  5178392  56.37
  1933          11     0.00123  0.00123  0.50   91748     113   91692  5086585  55.44
  1933          12     0.00128  0.00128  0.50   91635     117   91577  4994893  54.51
  1933          13     0.00140  0.00140  0.50   91518     128   91454  4903317  53.58
  1933          14     0.00158  0.00158  0.50   91390     145   91318  4811863  52.65
  1933          15     0.00182  0.00182  0.50   91245     166   91162  4720545  51.73
  1933          16     0.00206  0.00206  0.50   91080     187   90986  4629382  50.83
  1933          17     0.00229  0.00229  0.50   90892     208   90788  4538397  49.93
  1933          18     0.00252  0.00251  0.50   90684     228   90570  4447609  49.05
  1933          19     0.00274  0.00274  0.50   90456     248   90332  4357039  48.17
  1933          20     0.00297  0.00296  0.50   90208     267   90074  4266707  47.30
  1933          21     0.00317  0.00316  0.50   89941     284   89798  4176632  46.44
  1933          22     0.00333  0.00332  0.50   89656     298   89507  4086834  45.58
  1933          23     0.00346  0.00345  0.50   89358     308   89204  3997327  44.73
  1933          24     0.00354  0.00354  0.50   89050     315   88892  3908122  43.89
  1933          25     0.00360  0.00359  0.50   88735     319   88575  3819230  43.04
  1933          26     0.00366  0.00365  0.50   88416     323   88255  3730655  42.19
  1933          27     0.00373  0.00372  0.50   88093     328   87929  3642400  41.35
  1933          28     0.00381  0.00380  0.50   87765     334   87598  3554471  40.50
  1933          29     0.00390  0.00389  0.50   87431     341   87261  3466873  39.65
  1933          30     0.00401  0.00400  0.50   87091     348   86917  3379612  38.81
  1933          31     0.00415  0.00414  0.50   86743     359   86563  3292695  37.96
  1933          32     0.00433  0.00432  0.50   86383     374   86197  3206132  37.12
  1933          33     0.00457  0.00456  0.50   86010     392   85814  3119935  36.27
  1933          34     0.00485  0.00484  0.50   85618     414   85411  3034121  35.44
  1933          35     0.00515  0.00513  0.50   85204     437   84985  2948710  34.61
  1933          36     0.00540  0.00539  0.50   84766     457   84538  2863725  33.78
  1933          37     0.00561  0.00560  0.50   84310     472   84074  2779187  32.96
  1933          38     0.00580  0.00578  0.50   83838     485   83595  2695114  32.15
  1933          39     0.00597  0.00596  0.50   83353     496   83105  2611518  31.33
  1933          40     0.00619  0.00617  0.50   82856     511   82601  2528414  30.52
  1933          41     0.00650  0.00647  0.50   82345     533   82079  2445813  29.70
  1933          42     0.00691  0.00688  0.50   81812     563   81531  2363734  28.89
  1933          43     0.00740  0.00737  0.50   81249     599   80950  2282203  28.09
  1933          44     0.00795  0.00792  0.50   80650     638   80331  2201254  27.29
  1933          45     0.00855  0.00851  0.50   80012     681   79671  2120923  26.51
  1933          46     0.00916  0.00912  0.50   79331     724   78969  2041251  25.73
  1933          47     0.00980  0.00975  0.50   78607     767   78224  1962282  24.96
  1933          48     0.01049  0.01043  0.50   77841     812   77435  1884058  24.20
  1933          49     0.01124  0.01118  0.50   77029     861   76598  1806624  23.45
  1933          50     0.01204  0.01197  0.50   76168     912   75712  1730025  22.71
  1933          51     0.01284  0.01276  0.50   75256     960   74776  1654314  21.98
  1933          52     0.01362  0.01353  0.50   74296    1005   73793  1579538  21.26
  1933          53     0.01438  0.01427  0.50   73291    1046   72768  1505745  20.54
  1933          54     0.01512  0.01501  0.50   72244    1084   71702  1432977  19.84
  1933          55     0.01592  0.01579  0.50   71160    1124   70598  1361275  19.13
  1933          56     0.01694  0.01679  0.50   70037    1176   69448  1290676  18.43
  1933          57     0.01825  0.01809  0.50   68860    1246   68238  1221228  17.73
  1933          58     0.01988  0.01969  0.50   67615    1331   66949  1152991  17.05
  1933          59     0.02185  0.02161  0.50   66284    1432   65567  1086041  16.38
  1933          60     0.02407  0.02379  0.50   64851    1543   64080  1020474  15.74
  1933          61     0.02625  0.02591  0.50   63309    1640   62488   956394  15.11
  1933          62     0.02830  0.02790  0.50   61668    1721   60808   893906  14.50
  1933          63     0.03023  0.02978  0.50   59947    1785   59055   833098  13.90
  1933          64     0.03206  0.03156  0.50   58162    1835   57245   774043  13.31
  1933          65     0.03394  0.03337  0.50   56327    1880   55387   716798  12.73
  1933          66     0.03635  0.03570  0.50   54447    1944   53475   661411  12.15
  1933          67     0.03948  0.03872  0.50   52503    2033   51487   607936  11.58
  1933          68     0.04342  0.04250  0.50   50470    2145   49398   556450  11.03
  1933          69     0.04827  0.04713  0.50   48325    2278   47187   507052  10.49
  1933          70     0.05390  0.05249  0.50   46048    2417   44839   459865   9.99
  1933          71     0.05947  0.05776  0.50   43631    2520   42371   415026   9.51
  1933          72     0.06467  0.06265  0.50   41111    2576   39823   372655   9.06
  1933          73     0.06953  0.06720  0.50   38535    2589   37240   332833   8.64
  1933          74     0.07317  0.07059  0.50   35946    2537   34677   295592   8.22
  1933          75     0.07757  0.07467  0.50   33408    2495   32161   260915   7.81
  1933          76     0.08344  0.08010  0.50   30914    2476   29676   228754   7.40
  1933          77     0.09080  0.08686  0.50   28438    2470   27203   199078   7.00
  1933          78     0.09935  0.09464  0.50   25968    2458   24739   171876   6.62
  1933          79     0.10897  0.10334  0.50   23510    2429   22295   147137   6.26
  1933          80     0.11774  0.11119  0.50   21080    2344   19908   124842   5.92
  1933          81     0.12863  0.12086  0.50   18736    2264   17604   104933   5.60
  1933          82     0.13981  0.13068  0.50   16472    2153   15396    87329   5.30
  1933          83     0.15130  0.14066  0.50   14320    2014   13312    71933   5.02
  1933          84     0.16313  0.15083  0.50   12305    1856   11377    58621   4.76
  1933          85     0.17519  0.16108  0.50   10449    1683    9608    47244   4.52
  1933          86     0.18836  0.17215  0.50    8766    1509    8012    37636   4.29
  1933          87     0.20298  0.18427  0.50    7257    1337    6588    29624   4.08
  1933          88     0.21839  0.19689  0.50    5920    1166    5337    23036   3.89
  1933          89     0.23355  0.20913  0.50    4754     994    4257    17699   3.72
  1933          90     0.24728  0.22007  0.50    3760     827    3346    13442   3.57
  1933          91     0.25847  0.22889  0.50    2933     671    2597    10095   3.44
  1933          92     0.26695  0.23552  0.50    2261     533    1995     7498   3.32
  1933          93     0.27292  0.24015  0.50    1729     415    1521     5503   3.18
  1933          94     0.27763  0.24379  0.50    1314     320    1153     3982   3.03
  1933          95     0.31378  0.27122  0.50     993     269     859     2829   2.85
  1933          96     0.33114  0.28410  0.50     724     206     621     1970   2.72
  1933          97     0.34899  0.29714  0.50     518     154     441     1349   2.60
  1933          98     0.36727  0.31029  0.50     364     113     308      908   2.49
  1933          99     0.38594  0.32352  0.50     251      81     211      600   2.39
  1933         100     0.40497  0.33678  0.50     170      57     141      389   2.29
  1933         101     0.42428  0.35003  0.50     113      39      93      248   2.20
  1933         102     0.44384  0.36323  0.50      73      27      60      155   2.11
  1933         103     0.46358  0.37635  0.50      47      18      38       95   2.04
  1933         104     0.48344  0.38933  0.50      29      11      23       57   1.96
  1933         105     0.50336  0.40214  0.50      18       7      14       34   1.89
  1933         106     0.52327  0.41475  0.50      11       4       8       19   1.83
  1933         107     0.54311  0.42712  0.50       6       3       5       11   1.78
  1933         108     0.56283  0.43923  0.50       4       2       3        6   1.73
  1933         109     0.58236  0.45103  0.50       2       1       2        3   1.69
  1933         110+    0.60163  1.00000  1.66       1       1       2        2   1.66
  1934           0     0.06425  0.06121  0.23  100000    6121   95263  6045154  60.45
  1934           1     0.01047  0.01041  0.50   93879     978   93390  5949891  63.38
  1934           2     0.00487  0.00485  0.50   92901     451   92676  5856501  63.04
  1934           3     0.00323  0.00323  0.50   92450     298   92301  5763825  62.35
  1934           4     0.00243  0.00243  0.50   92152     224   92040  5671524  61.55
  1934           5     0.00204  0.00203  0.50   91928     187   91834  5579484  60.69
  1934           6     0.00182  0.00182  0.50   91741     167   91657  5487650  59.82
  1934           7     0.00165  0.00165  0.50   91574     151   91498  5395992  58.93
  1934           8     0.00151  0.00151  0.50   91423     138   91354  5304494  58.02
  1934           9     0.00139  0.00139  0.50   91285     127   91222  5213140  57.11
  1934          10     0.00131  0.00131  0.50   91158     119   91099  5121918  56.19
  1934          11     0.00128  0.00128  0.50   91039     116   90981  5030819  55.26
  1934          12     0.00131  0.00131  0.50   90923     119   90864  4939838  54.33
  1934          13     0.00141  0.00141  0.50   90805     128   90741  4848974  53.40
  1934          14     0.00159  0.00159  0.50   90677     144   90605  4758234  52.47
  1934          15     0.00182  0.00182  0.50   90532     165   90450  4667629  51.56
  1934          16     0.00207  0.00207  0.50   90367     187   90274  4577179  50.65
  1934          17     0.00230  0.00230  0.50   90181     208   90077  4486905  49.75
  1934          18     0.00253  0.00253  0.50   89973     228   89859  4396828  48.87
  1934          19     0.00276  0.00276  0.50   89745     248   89622  4306968  47.99
  1934          20     0.00299  0.00298  0.50   89498     267   89364  4217347  47.12
  1934          21     0.00318  0.00318  0.50   89231     284   89089  4127982  46.26
  1934          22     0.00334  0.00334  0.50   88948     297   88799  4038893  45.41
  1934          23     0.00347  0.00347  0.50   88650     307   88497  3950094  44.56
  1934          24     0.00356  0.00355  0.50   88343     314   88186  3861597  43.71
  1934          25     0.00361  0.00361  0.50   88029     318   87870  3773411  42.87
  1934          26     0.00367  0.00366  0.50   87712     321   87551  3685541  42.02
  1934          27     0.00374  0.00373  0.50   87390     326   87227  3597990  41.17
  1934          28     0.00382  0.00381  0.50   87064     332   86898  3510763  40.32
  1934          29     0.00391  0.00390  0.50   86732     339   86563  3423864  39.48
  1934          30     0.00402  0.00401  0.50   86393     347   86220  3337302  38.63
  1934          31     0.00416  0.00415  0.50   86047     357   85868  3251081  37.78
  1934          32     0.00433  0.00432  0.50   85690     371   85505  3165213  36.94
  1934          33     0.00455  0.00454  0.50   85319     387   85126  3079708  36.10
  1934          34     0.00481  0.00480  0.50   84932     408   84728  2994582  35.26
  1934          35     0.00511  0.00510  0.50   84524     431   84309  2909854  34.43
  1934          36     0.00540  0.00539  0.50   84094     453   83867  2825545  33.60
  1934          37     0.00566  0.00564  0.50   83641     472   83405  2741678  32.78
  1934          38     0.00588  0.00586  0.50   83169     487   82925  2658274  31.96
  1934          39     0.00609  0.00607  0.50   82681     502   82430  2575349  31.15
  1934          40     0.00631  0.00629  0.50   82179     517   81921  2492918  30.34
  1934          41     0.00659  0.00657  0.50   81662     536   81394  2410997  29.52
  1934          42     0.00696  0.00694  0.50   81126     563   80845  2329603  28.72
  1934          43     0.00743  0.00741  0.50   80564     597   80265  2248758  27.91
  1934          44     0.00798  0.00794  0.50   79967     635   79649  2168493  27.12
  1934          45     0.00858  0.00854  0.50   79332     678   78993  2088843  26.33
  1934          46     0.00923  0.00919  0.50   78654     723   78293  2009851  25.55
  1934          47     0.00994  0.00989  0.50   77931     771   77546  1931558  24.79
  1934          48     0.01070  0.01065  0.50   77160     821   76750  1854012  24.03
  1934          49     0.01155  0.01149  0.50   76339     877   75901  1777263  23.28
  1934          50     0.01248  0.01240  0.50   75462     936   74994  1701362  22.55
  1934          51     0.01339  0.01330  0.50   74526     991   74031  1626368  21.82
  1934          52     0.01423  0.01413  0.50   73535    1039   73015  1552337  21.11
  1934          53     0.01500  0.01489  0.50   72496    1080   71956  1479322  20.41
  1934          54     0.01570  0.01557  0.50   71416    1112   70860  1407366  19.71
  1934          55     0.01636  0.01623  0.50   70304    1141   69733  1336506  19.01
  1934          56     0.01724  0.01709  0.50   69163    1182   68572  1266773  18.32
  1934          57     0.01843  0.01826  0.50   67980    1241   67360  1198201  17.63
  1934          58     0.01996  0.01977  0.50   66739    1319   66079  1130841  16.94
  1934          59     0.02188  0.02164  0.50   65420    1416   64712  1064762  16.28
  1934          60     0.02413  0.02384  0.50   64004    1526   63241  1000050  15.62
  1934          61     0.02641  0.02606  0.50   62478    1628   61664   936809  14.99
  1934          62     0.02860  0.02819  0.50   60850    1716   59992   875145  14.38
  1934          63     0.03069  0.03023  0.50   59134    1788   58241   815153  13.78
  1934          64     0.03271  0.03218  0.50   57347    1846   56424   756912  13.20
  1934          65     0.03473  0.03414  0.50   55501    1895   54554   700488  12.62
  1934          66     0.03714  0.03646  0.50   53606    1955   52629   645934  12.05
  1934          67     0.04017  0.03938  0.50   51652    2034   50635   593305  11.49
  1934          68     0.04391  0.04297  0.50   49618    2132   48552   542671  10.94
  1934          69     0.04847  0.04733  0.50   47486    2247   46362   494119  10.41
  1934          70     0.05385  0.05243  0.50   45239    2372   44053   447756   9.90
  1934          71     0.05950  0.05778  0.50   42867    2477   41628   403704   9.42
  1934          72     0.06506  0.06301  0.50   40390    2545   39117   362076   8.96
  1934          73     0.07044  0.06804  0.50   37845    2575   36557   322958   8.53
  1934          74     0.07511  0.07239  0.50   35270    2553   33993   286401   8.12
  1934          75     0.07906  0.07605  0.50   32717    2488   31473   252408   7.71
  1934          76     0.08548  0.08198  0.50   30228    2478   28989   220935   7.31
  1934          77     0.09317  0.08903  0.50   27750    2471   26515   191946   6.92
  1934          78     0.10190  0.09696  0.50   25280    2451   24054   165431   6.54
  1934          79     0.11160  0.10570  0.50   22829    2413   21622   141377   6.19
  1934          80     0.11975  0.11298  0.50   20416    2307   19262   119755   5.87
  1934          81     0.13068  0.12267  0.50   18109    2221   16998   100492   5.55
  1934          82     0.14202  0.13260  0.50   15888    2107   14834    83494   5.26
  1934          83     0.15336  0.14244  0.50   13781    1963   12799    68660   4.98
  1934          84     0.16454  0.15203  0.50   11818    1797   10920    55860   4.73
  1934          85     0.17585  0.16164  0.50   10021    1620    9211    44941   4.48
  1934          86     0.18828  0.17208  0.50    8401    1446    7679    35730   4.25
  1934          87     0.20248  0.18386  0.50    6956    1279    6316    28051   4.03
  1934          88     0.21832  0.19683  0.50    5677    1117    5118    21735   3.83
  1934          89     0.23496  0.21026  0.50    4559     959    4080    16617   3.64
  1934          90     0.25153  0.22343  0.50    3601     805    3198    12537   3.48
  1934          91     0.26666  0.23529  0.50    2796     658    2467     9338   3.34
  1934          92     0.27881  0.24470  0.50    2138     523    1877     6871   3.21
  1934          93     0.28682  0.25085  0.50    1615     405    1413     4994   3.09
  1934          94     0.29141  0.25435  0.50    1210     308    1056     3582   2.96
  1934          95     0.31961  0.27557  0.50     902     249     778     2526   2.80
  1934          96     0.33744  0.28873  0.50     654     189     559     1748   2.67
  1934          97     0.35575  0.30203  0.50     465     140     395     1189   2.56
  1934          98     0.37450  0.31544  0.50     324     102     273      794   2.45
  1934          99     0.39365  0.32891  0.50     222      73     186      521   2.34
  1934         100     0.41313  0.34240  0.50     149      51     124      335   2.25
  1934         101     0.43290  0.35587  0.50      98      35      81      212   2.16
  1934         102     0.45290  0.36928  0.50      63      23      51      131   2.08
  1934         103     0.47306  0.38257  0.50      40      15      32       80   2.00
  1934         104     0.49331  0.39571  0.50      25      10      20       47   1.93
  1934         105     0.51360  0.40866  0.50      15       6      12       28   1.86
  1934         106     0.53386  0.42138  0.50       9       4       7       16   1.80
  1934         107     0.55401  0.43384  0.50       5       2       4        9   1.74
  1934         108     0.57400  0.44600  0.50       3       1       2        5   1.69
  1934         109     0.59376  0.45784  0.50       2       1       1        3   1.66
  1934         110+    0.61323  1.00000  1.63       1       1       1        1   1.63
  1935           0     0.06196  0.05911  0.22  100000    5911   95390  6088810  60.89
  1935           1     0.00883  0.00879  0.50   94089     827   93676  5993420  63.70
  1935           2     0.00417  0.00416  0.50   93262     388   93068  5899744  63.26
  1935           3     0.00298  0.00298  0.50   92874     276   92736  5806676  62.52
  1935           4     0.00240  0.00240  0.50   92598     222   92486  5713940  61.71
  1935           5     0.00201  0.00201  0.50   92375     185   92283  5621454  60.85
  1935           6     0.00180  0.00180  0.50   92190     166   92107  5529171  59.98
  1935           7     0.00162  0.00162  0.50   92024     149   91950  5437065  59.08
  1935           8     0.00147  0.00147  0.50   91875     135   91808  5345115  58.18
  1935           9     0.00137  0.00137  0.50   91740     126   91677  5253307  57.26
  1935          10     0.00131  0.00131  0.50   91614     120   91554  5161630  56.34
  1935          11     0.00130  0.00129  0.50   91495     118   91435  5070076  55.41
  1935          12     0.00134  0.00134  0.50   91376     122   91315  4978640  54.49
  1935          13     0.00143  0.00143  0.50   91254     130   91189  4887325  53.56
  1935          14     0.00160  0.00160  0.50   91124     145   91051  4796136  52.63
  1935          15     0.00182  0.00182  0.50   90978     166   90895  4705085  51.72
  1935          16     0.00206  0.00206  0.50   90813     187   90719  4614190  50.81
  1935          17     0.00229  0.00229  0.50   90626     207   90522  4523470  49.91
  1935          18     0.00251  0.00251  0.50   90418     227   90305  4432948  49.03
  1935          19     0.00272  0.00271  0.50   90191     245   90069  4342644  48.15
  1935          20     0.00292  0.00291  0.50   89947     262   89816  4252574  47.28
  1935          21     0.00309  0.00309  0.50   89685     277   89546  4162759  46.42
  1935          22     0.00325  0.00324  0.50   89408     290   89263  4073212  45.56
  1935          23     0.00338  0.00338  0.50   89118     301   88968  3983949  44.70
  1935          24     0.00350  0.00349  0.50   88817     310   88662  3894981  43.85
  1935          25     0.00359  0.00358  0.50   88508     317   88349  3806319  43.01
  1935          26     0.00367  0.00367  0.50   88190     323   88029  3717970  42.16
  1935          27     0.00375  0.00374  0.50   87867     329   87703  3629941  41.31
  1935          28     0.00382  0.00381  0.50   87538     334   87371  3542239  40.47
  1935          29     0.00388  0.00387  0.50   87204     338   87035  3454867  39.62
  1935          30     0.00394  0.00394  0.50   86867     342   86696  3367832  38.77
  1935          31     0.00405  0.00404  0.50   86525     350   86350  3281136  37.92
  1935          32     0.00421  0.00421  0.50   86175     362   85994  3194786  37.07
  1935          33     0.00444  0.00443  0.50   85812     380   85622  3108793  36.23
  1935          34     0.00473  0.00472  0.50   85432     403   85231  3023171  35.39
  1935          35     0.00508  0.00507  0.50   85029     431   84814  2937940  34.55
  1935          36     0.00543  0.00541  0.50   84598     458   84369  2853126  33.73
  1935          37     0.00574  0.00573  0.50   84140     482   83899  2768757  32.91
  1935          38     0.00600  0.00598  0.50   83658     501   83408  2684858  32.09
  1935          39     0.00621  0.00619  0.50   83157     515   82900  2601450  31.28
  1935          40     0.00639  0.00637  0.50   82643     526   82380  2518550  30.48
  1935          41     0.00660  0.00658  0.50   82117     541   81846  2436171  29.67
  1935          42     0.00690  0.00688  0.50   81576     561   81296  2354324  28.86
  1935          43     0.00731  0.00729  0.50   81015     590   80720  2273029  28.06
  1935          44     0.00784  0.00781  0.50   80425     628   80111  2192309  27.26
  1935          45     0.00847  0.00843  0.50   79796     673   79460  2112198  26.47
  1935          46     0.00913  0.00909  0.50   79124     719   78764  2032738  25.69
  1935          47     0.00984  0.00979  0.50   78404     767   78021  1953974  24.92
  1935          48     0.01056  0.01051  0.50   77637     816   77229  1875953  24.16
  1935          49     0.01133  0.01126  0.50   76821     865   76388  1798724  23.41
  1935          50     0.01215  0.01207  0.50   75956     917   75497  1722336  22.68
  1935          51     0.01300  0.01291  0.50   75039     969   74554  1646838  21.95
  1935          52     0.01387  0.01377  0.50   74070    1020   73560  1572284  21.23
  1935          53     0.01473  0.01463  0.50   73050    1068   72515  1498725  20.52
  1935          54     0.01558  0.01546  0.50   71981    1113   71425  1426209  19.81
  1935          55     0.01645  0.01631  0.50   70868    1156   70290  1354785  19.12
  1935          56     0.01742  0.01727  0.50   69712    1204   69110  1284495  18.43
  1935          57     0.01856  0.01839  0.50   68508    1260   67878  1215384  17.74
  1935          58     0.01991  0.01971  0.50   67248    1326   66585  1147506  17.06
  1935          59     0.02148  0.02125  0.50   65923    1401   65222  1080921  16.40
  1935          60     0.02328  0.02302  0.50   64521    1485   63779  1015699  15.74
  1935          61     0.02526  0.02495  0.50   63036    1573   62250   951920  15.10
  1935          62     0.02740  0.02703  0.50   61464    1662   60633   889670  14.47
  1935          63     0.02972  0.02928  0.50   59802    1751   58927   829037  13.86
  1935          64     0.03225  0.03174  0.50   58051    1842   57130   770111  13.27
  1935          65     0.03502  0.03442  0.50   56209    1935   55241   712981  12.68
  1935          66     0.03794  0.03723  0.50   54274    2021   53264   657739  12.12
  1935          67     0.04106  0.04023  0.50   52253    2102   51202   604476  11.57
  1935          68     0.04448  0.04351  0.50   50151    2182   49060   553274  11.03
  1935          69     0.04823  0.04709  0.50   47969    2259   46839   504214  10.51
  1935          70     0.05236  0.05102  0.50   45710    2332   44544   457375  10.01
  1935          71     0.05707  0.05548  0.50   43378    2407   42174   412831   9.52
  1935          72     0.06236  0.06047  0.50   40971    2478   39732   370657   9.05
  1935          73     0.06808  0.06584  0.50   38493    2534   37226   330925   8.60
  1935          74     0.07428  0.07162  0.50   35959    2576   34671   293699   8.17
  1935          75     0.07814  0.07520  0.50   33383    2510   32128   259027   7.76
  1935          76     0.08567  0.08215  0.50   30873    2536   29605   226899   7.35
  1935          77     0.09378  0.08958  0.50   28337    2538   27068   197294   6.96
  1935          78     0.10232  0.09734  0.50   25798    2511   24543   170227   6.60
  1935          79     0.11112  0.10527  0.50   23287    2452   22061   145684   6.26
  1935          80     0.11704  0.11057  0.50   20836    2304   19684   123622   5.93
  1935          81     0.12673  0.11918  0.50   18532    2209   17428   103939   5.61
  1935          82     0.13741  0.12858  0.50   16323    2099   15274    86511   5.30
  1935          83     0.14890  0.13859  0.50   14225    1971   13239    71237   5.01
  1935          84     0.16102  0.14903  0.50   12253    1826   11340    57998   4.73
  1935          85     0.17412  0.16018  0.50   10427    1670    9592    46658   4.47
  1935          86     0.18858  0.17233  0.50    8757    1509    8002    37066   4.23
  1935          87     0.20459  0.18560  0.50    7248    1345    6575    29064   4.01
  1935          88     0.22185  0.19969  0.50    5903    1179    5313    22488   3.81
  1935          89     0.23898  0.21348  0.50    4724    1008    4220    17175   3.64
  1935          90     0.25377  0.22520  0.50    3715     837    3297    12955   3.49
  1935          91     0.26597  0.23476  0.50    2879     676    2541     9658   3.36
  1935          92     0.27531  0.24200  0.50    2203     533    1936     7117   3.23
  1935          93     0.28020  0.24577  0.50    1670     410    1465     5181   3.10
  1935          94     0.28236  0.24743  0.50    1259     312    1104     3716   2.95
  1935          95     0.32397  0.27880  0.50     948     264     816     2613   2.76
  1935          96     0.34278  0.29262  0.50     684     200     584     1797   2.63
  1935          97     0.36211  0.30660  0.50     484     148     409     1214   2.51
  1935          98     0.38192  0.32068  0.50     335     108     282      804   2.40
  1935          99     0.40214  0.33482  0.50     228      76     190      523   2.29
  1935         100     0.42273  0.34897  0.50     152      53     125      333   2.20
  1935         101     0.44360  0.36307  0.50      99      36      81      208   2.11
  1935         102     0.46469  0.37708  0.50      63      24      51      127   2.02
  1935         103     0.48593  0.39094  0.50      39      15      31       76   1.95
  1935         104     0.50723  0.40461  0.50      24      10      19       45   1.87
  1935         105     0.52853  0.41805  0.50      14       6      11       26   1.81
  1935         106     0.54974  0.43121  0.50       8       4       6       14   1.75
  1935         107     0.57079  0.44406  0.50       5       2       4        8   1.69
  1935         108     0.59161  0.45656  0.50       3       1       2        4   1.64
  1935         109     0.61212  0.46868  0.50       1       1       1        2   1.61
  1935         110+    0.63226  1.00000  1.58       1       1       1        1   1.58
  1936           0     0.06279  0.05986  0.22  100000    5986   95343  6035417  60.35
  1936           1     0.00890  0.00886  0.50   94014     833   93598  5940074  63.18
  1936           2     0.00420  0.00419  0.50   93181     390   92986  5846477  62.74
  1936           3     0.00287  0.00287  0.50   92791     266   92658  5753491  62.00
  1936           4     0.00227  0.00227  0.50   92525     210   92420  5660833  61.18
  1936           5     0.00189  0.00188  0.50   92315     174   92228  5568413  60.32
  1936           6     0.00170  0.00170  0.50   92141     157   92063  5476185  59.43
  1936           7     0.00155  0.00155  0.50   91984     142   91913  5384123  58.53
  1936           8     0.00142  0.00142  0.50   91842     130   91777  5292210  57.62
  1936           9     0.00132  0.00132  0.50   91712     121   91651  5200433  56.70
  1936          10     0.00126  0.00126  0.50   91591     115   91533  5108782  55.78
  1936          11     0.00126  0.00125  0.50   91475     115   91418  5017249  54.85
  1936          12     0.00131  0.00131  0.50   91361     120   91301  4925831  53.92
  1936          13     0.00143  0.00143  0.50   91241     130   91176  4834530  52.99
  1936          14     0.00161  0.00161  0.50   91111     146   91037  4743355  52.06
  1936          15     0.00185  0.00185  0.50   90964     168   90880  4652317  51.14
  1936          16     0.00212  0.00211  0.50   90796     192   90700  4561437  50.24
  1936          17     0.00237  0.00237  0.50   90604     215   90496  4470738  49.34
  1936          18     0.00261  0.00261  0.50   90389     236   90271  4380241  48.46
  1936          19     0.00283  0.00282  0.50   90153     254   90026  4289970  47.59
  1936          20     0.00301  0.00301  0.50   89899     270   89764  4199944  46.72
  1936          21     0.00317  0.00317  0.50   89628     284   89486  4110181  45.86
  1936          22     0.00332  0.00331  0.50   89344     296   89196  4020694  45.00
  1936          23     0.00344  0.00344  0.50   89048     306   88896  3931498  44.15
  1936          24     0.00355  0.00355  0.50   88743     315   88585  3842602  43.30
  1936          25     0.00365  0.00365  0.50   88428     322   88267  3754017  42.45
  1936          26     0.00374  0.00374  0.50   88105     329   87941  3665751  41.61
  1936          27     0.00382  0.00382  0.50   87776     335   87609  3577810  40.76
  1936          28     0.00390  0.00389  0.50   87441     340   87271  3490201  39.91
  1936          29     0.00396  0.00395  0.50   87101     344   86929  3402930  39.07
  1936          30     0.00402  0.00401  0.50   86757     348   86583  3316001  38.22
  1936          31     0.00412  0.00411  0.50   86409     355   86231  3229418  37.37
  1936          32     0.00429  0.00428  0.50   86054     368   85870  3143186  36.53
  1936          33     0.00451  0.00450  0.50   85686     386   85493  3057317  35.68
  1936          34     0.00481  0.00480  0.50   85300     409   85095  2971824  34.84
  1936          35     0.00516  0.00515  0.50   84891     437   84672  2886728  34.01
  1936          36     0.00553  0.00552  0.50   84454     466   84221  2802056  33.18
  1936          37     0.00590  0.00588  0.50   83988     494   83740  2717835  32.36
  1936          38     0.00625  0.00623  0.50   83493     520   83233  2634095  31.55
  1936          39     0.00654  0.00652  0.50   82973     541   82703  2550862  30.74
  1936          40     0.00680  0.00678  0.50   82432     559   82153  2468159  29.94
  1936          41     0.00706  0.00704  0.50   81874     576   81586  2386005  29.14
  1936          42     0.00736  0.00733  0.50   81298     596   81000  2304420  28.35
  1936          43     0.00772  0.00769  0.50   80702     621   80392  2223420  27.55
  1936          44     0.00818  0.00815  0.50   80081     653   79755  2143028  26.76
  1936          45     0.00875  0.00871  0.50   79429     692   79083  2063273  25.98
  1936          46     0.00939  0.00935  0.50   78737     736   78369  1984190  25.20
  1936          47     0.01010  0.01005  0.50   78000     784   77609  1905822  24.43
  1936          48     0.01087  0.01081  0.50   77217     835   76799  1828213  23.68
  1936          49     0.01171  0.01164  0.50   76382     889   75937  1751414  22.93
  1936          50     0.01261  0.01253  0.50   75493     946   75020  1675477  22.19
  1936          51     0.01354  0.01345  0.50   74547    1003   74046  1600457  21.47
  1936          52     0.01449  0.01439  0.50   73544    1058   73015  1526411  20.75
  1936          53     0.01544  0.01532  0.50   72486    1111   71931  1453396  20.05
  1936          54     0.01635  0.01622  0.50   71375    1157   70797  1381465  19.35
  1936          55     0.01723  0.01708  0.50   70218    1200   69618  1310668  18.67
  1936          56     0.01821  0.01805  0.50   69019    1246   68396  1241050  17.98
  1936          57     0.01936  0.01917  0.50   67773    1299   67123  1172654  17.30
